Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,Выполняемые функции,Должность за кем закреплен ТС,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"580,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,18.04.2024,"952,00",,,,
,,,,,,,,27.04.2024,"925,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,АТ053566,ДМУ-2,В целевой структуре парка,,,,0,,951,10,"5,9"
,,,,,,,,,,13.04.2024,"280,00",,
,,,,,,,,,,15.04.2024,"119,00",,
,,,,,,,,,,18.04.2024,"552,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,АУ033966,ДМУ-2,В целевой структуре парка,,,,0,,9130,8,"5,9"
,,,,,,,,,,01.04.2024,"63,00",,
,,,,,,,,,,02.04.2024,"47,00",,
,,,,,,,,,,03.04.2024,"979,00",,
,,,,,,,,,,04.04.2024,"956,00",,
,,,,,,,,,,05.04.2024,"2,00",,
,,,,,,,,,,06.04.2024,"364,00",,
,,,,,,,,,,07.04.2024,"163,00",,
,,,,,,,,,,08.04.2024,"681,00",,
,,,,,,,,,,09.04.2024,"1138,00",,
,,,,,,,,,,10.04.2024,"269,00",,
,,,,,,,,,,11.04.2024,"453,00",,
,,,,,,,,,,12.04.2024,"939,00",,
,,,,,,,,,,13.04.2024,"580,00",,
,,,,,,,,,,15.04.2024,"619,00",,
,,,,,,,,,,18.04.2024,"952,00",,
,,,,,,,,,,27.04.2024,"925,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,5109ЕК50,ДМУ-3,Прочие,,,,"111,5",,0,4,"5,8"
,,,,,,,,15.04.2024,"111,50",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0059АЕ09,Котласская механизированная дистанция ПРР и КО,Прочие,,,,0,,879,11,"5,9"
,,,,,,,,,,10.04.2024,"479,00",,
,,,,,,,,,,12.04.2024,"135,00",,
,,,,,,,,,,19.04.2024,"265,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0030ХН76,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,35,,2080,3,"3,6"
,,,,,,,,19.04.2024,"35,00",12.04.2024,"415,00",,
,,,,,,,,,,19.04.2024,"5,00",,
,,,,,,,,,,26.04.2024,"60,00",,
,,,,,,,,,,28.04.2024,"800,00",,
,,,,,,,,,,30.04.2024,"800,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,5010МА11,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,47,,"26,62",5,"5,9"
,,,,,,,,19.04.2024,"35,00",19.04.2024,"26,62",,
,,,,,,,,25.04.2024,"12,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,9014АК09,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0940ХР76,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,24,,0,0,"4,4"
,,,,,,,,19.04.2024,"5,00",,,,
,,,,,,,,26.04.2024,"3,00",,,,
,,,,,,,,28.04.2024,"16,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0033ХН76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,71,,0,2,"5,4"
,,,,,,,,09.04.2024,"35,00",,,,
,,,,,,,,15.04.2024,"12,00",,,,
,,,,,,,,19.04.2024,"5,00",,,,
,,,,,,,,26.04.2024,"3,00",,,,
,,,,,,,,28.04.2024,"16,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0940ХР76,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0941КК11,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,20,,0,0,6
,,,,,,,,15.04.2024,"12,00",,,,
,,,,,,,,19.04.2024,"5,00",,,,
,,,,,,,,26.04.2024,"3,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0959КВ11,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,,3,"4,2"
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,6536ХС76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,,1,6
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0701ХР76,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,,,"225,4",5,"3,7"
,,,,,,,,,,01.04.2024,"63,00",,
,,,,,,,,,,02.04.2024,"47,00",,
,,,,,,,,,,19.04.2024,"5,00",,
,,,,,,,,,,26.04.2024,"3,00",,
,,,,,,,,,,28.04.2024,"16,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0760ХР76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,6605КК11,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,96,,96,7,"5,2"
,,,,,,,,19.04.2024,"30,00",19.04.2024,"30,00",,
,,,,,,,,26.04.2024,"50,00",26.04.2024,"50,00",,
,,,,,,,,28.04.2024,"16,00",28.04.2024,"16,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,1053ХН76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,7409ХС76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,В013ЕТ174,Котласская механизированная дистанция ПРР и КО,Прочие,,,,44,,0,0,"3,2"
,,,,,,,,01.04.2024,"3,00",,,,
,,,,,,,,02.04.2024,"17,00",,,,
,,,,,,,,19.04.2024,"5,00",,,,
,,,,,,,,26.04.2024,"3,00",,,,
,,,,,,,,28.04.2024,"16,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,3730АВ09,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,444,5,6
,,,,,,,,,,01.04.2024,"103,00",,
,,,,,,,,,,02.04.2024,"317,00",,
,,,,,,,,,,19.04.2024,"5,00",,
,,,,,,,,,,26.04.2024,"3,00",,
,,,,,,,,,,28.04.2024,"16,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0073МА11,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,102,,0,0,"5,4"
,,,,,,,,02.04.2024,"47,00",,,,
,,,,,,,,19.04.2024,"55,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,3714УТ50,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,1706МА11,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,31,,0,0,6
,,,,,,,,19.04.2024,"10,00",,,,
,,,,,,,,26.04.2024,"5,00",,,,
,,,,,,,,28.04.2024,"16,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,3075МА11,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,150,,0,11,"5,6"
,,,,,,,,28.04.2024,"150,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,4761ХР76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,3063МА11,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,879,,879,5,"4,8"
,,,,,,,,10.04.2024,"479,00",10.04.2024,"479,00",,
,,,,,,,,12.04.2024,"135,00",12.04.2024,"135,00",,
,,,,,,,,19.04.2024,"265,00",19.04.2024,"265,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,3610МА11,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,6537ХС76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,1054ХН76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,417,,989,6,"5,9"
,,,,,,,,08.04.2024,"204,00",05.04.2024,"555,00",,
,,,,,,,,09.04.2024,"213,00",08.04.2024,"204,00",,
,,,,,,,,,,09.04.2024,"213,00",,
,,,,,,,,,,10.04.2024,"17,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,3960ХС76,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,513,,1521,12,"5,8"
,,,,,,,,15.04.2024,"485,00",15.04.2024,"485,00",,
,,,,,,,,18.04.2024,"28,00",18.04.2024,"28,00",,
,,,,,,,,,,19.04.2024,"298,00",,
,,,,,,,,,,20.04.2024,"710,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,К954СО09,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,79,,0,8,"5,7"
,,,,,,,,02.04.2024,"47,00",,,,
,,,,,,,,19.04.2024,"32,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Т160КН76,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,1454,,1454,8,"5,6"
,,,,,,,,01.04.2024,"93,00",01.04.2024,"93,00",,
,,,,,,,,02.04.2024,"43,00",02.04.2024,"43,00",,
,,,,,,,,04.04.2024,"58,00",04.04.2024,"58,00",,
,,,,,,,,05.04.2024,"41,00",05.04.2024,"41,00",,
,,,,,,,,06.04.2024,"379,00",06.04.2024,"379,00",,
,,,,,,,,07.04.2024,"17,00",07.04.2024,"17,00",,
,,,,,,,,11.04.2024,"97,00",11.04.2024,"97,00",,
,,,,,,,,12.04.2024,"18,00",12.04.2024,"18,00",,
,,,,,,,,14.04.2024,"0,00",14.04.2024,"0,00",,
,,,,,,,,15.04.2024,"0,00",15.04.2024,"0,00",,
,,,,,,,,16.04.2024,"13,00",16.04.2024,"13,00",,
,,,,,,,,18.04.2024,"53,00",18.04.2024,"53,00",,
,,,,,,,,19.04.2024,"590,00",19.04.2024,"590,00",,
,,,,,,,,20.04.2024,"25,00",20.04.2024,"25,00",,
,,,,,,,,22.04.2024,"11,00",22.04.2024,"11,00",,
,,,,,,,,23.04.2024,"11,00",23.04.2024,"11,00",,
,,,,,,,,24.04.2024,"5,00",24.04.2024,"5,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,5310ХР76,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,60,,132,14,"5,2"
,,,,,,,,07.04.2024,"17,00",07.04.2024,"17,00",,
,,,,,,,,11.04.2024,"25,00",11.04.2024,"97,00",,
,,,,,,,,12.04.2024,"18,00",12.04.2024,"18,00",,
,,,,,,,,14.04.2024,"0,00",14.04.2024,"0,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У400ХР07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,590,,390,14,"4,8"
,,,,,,,,01.04.2024,"125,00",01.04.2024,"125,00",,
,,,,,,,,08.04.2024,"12,00",08.04.2024,"12,00",,
,,,,,,,,10.04.2024,"51,00",10.04.2024,"51,00",,
,,,,,,,,16.04.2024,"56,00",16.04.2024,"56,00",,
,,,,,,,,22.04.2024,"141,00",22.04.2024,"141,00",,
,,,,,,,,29.04.2024,"5,00",29.04.2024,"5,00",,
,,,,,,,,30.04.2024,"200,00",,,,
,,,,,,,,,,,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Н004УВ07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,343,,288,1,"5,9"
,,,,,,,,09.04.2024,"45,00",09.04.2024,"37,00",,
,,,,,,,,10.04.2024,"132,00",10.04.2024,"128,00",,
,,,,,,,,12.04.2024,"12,00",12.04.2024,"0,00",,
,,,,,,,,16.04.2024,"154,00",16.04.2024,"123,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,М990УО07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,6073,,5686,0,"5,8"
,,,,,,,,05.04.2024,"555,00",05.04.2024,"535,00",,
,,,,,,,,08.04.2024,"204,00",08.04.2024,"204,00",,
,,,,,,,,09.04.2024,"213,00",09.04.2024,"213,00",,
,,,,,,,,10.04.2024,"1217,00",10.04.2024,"1017,00",,
,,,,,,,,12.04.2024,"1029,00",12.04.2024,"1029,00",,
,,,,,,,,16.04.2024,"665,00",16.04.2024,"665,00",,
,,,,,,,,17.04.2024,"208,00",17.04.2024,"208,00",,
,,,,,,,,18.04.2024,"80,00",18.04.2024,"80,00",,
,,,,,,,,26.04.2024,"1029,00",26.04.2024,"862,00",,
,,,,,,,,29.04.2024,"665,00",29.04.2024,"665,00",,
,,,,,,,,30.04.2024,"208,00",30.04.2024,"208,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,М039УУ07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,3245,,3495,10,"5,7"
,,,,,,,,05.04.2024,"55,00",05.04.2024,"55,00",,
,,,,,,,,08.04.2024,"204,00",08.04.2024,"204,00",,
,,,,,,,,09.04.2024,"213,00",09.04.2024,"213,00",,
,,,,,,,,10.04.2024,"1278,00",10.04.2024,"1278,00",,
,,,,,,,,12.04.2024,"9,00",12.04.2024,"59,00",,
,,,,,,,,16.04.2024,"65,00",16.04.2024,"265,00",,
,,,,,,,,17.04.2024,"208,00",17.04.2024,"208,00",,
,,,,,,,,18.04.2024,"80,00",18.04.2024,"80,00",,
,,,,,,,,25.04.2024,"983,00",25.04.2024,"983,00",,
,,,,,,,,26.04.2024,"150,00",26.04.2024,"150,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р500МВ07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,2951,,1334,14,"5,6"
,,,,,,,,05.04.2024,"55,00",09.04.2024,"213,00",,
,,,,,,,,08.04.2024,"204,00",10.04.2024,"17,00",,
,,,,,,,,09.04.2024,"213,00",12.04.2024,"9,00",,
,,,,,,,,10.04.2024,"17,00",16.04.2024,"65,00",,
,,,,,,,,12.04.2024,"9,00",18.04.2024,"80,00",,
,,,,,,,,16.04.2024,"65,00",25.04.2024,"950,00",,
,,,,,,,,17.04.2024,"208,00",,,,
,,,,,,,,18.04.2024,"80,00",,,,
,,,,,,,,25.04.2024,"950,00",,,,
,,,,,,,,26.04.2024,"1150,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У349ТР07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У375ТВ07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,3008,,797,0,"5,9"
,,,,,,,,01.04.2024,125,01.04.2024,125,,
,,,,,,,,02.04.2024,146,02.04.2024,146,,
,,,,,,,,03.04.2024,99,11.04.2024,69,,
,,,,,,,,04.04.2024,236,12.04.2024,30,,
,,,,,,,,05.04.2024,159,14.04.2024,68,,
,,,,,,,,06.04.2024,181,15.04.2024,25,,
,,,,,,,,07.04.2024,176,16.04.2024,206,,
,,,,,,,,08.04.2024,284,28.04.2024,103,,
,,,,,,,,09.04.2024,271,29.04.2024,11,,
,,,,,,,,10.04.2024,32,30.04.2024,14,,
,,,,,,,,11.04.2024,69,,,,
,,,,,,,,12.04.2024,30,,,,
,,,,,,,,14.04.2024,68,,,,
,,,,,,,,15.04.2024,25,,,,
,,,,,,,,16.04.2024,206,,,,
,,,,,,,,17.04.2024,246,,,,
,,,,,,,,18.04.2024,36,,,,
,,,,,,,,19.04.2024,39,,,,
,,,,,,,,20.04.2024,67,,,,
,,,,,,,,22.04.2024,48,,,,
,,,,,,,,23.04.2024,34,,,,
,,,,,,,,24.04.2024,42,,,,
,,,,,,,,25.04.2024,18,,,,
,,,,,,,,26.04.2024,176,,,,
,,,,,,,,27.04.2024,67,,,,
,,,,,,,,28.04.2024,103,,,,
,,,,,,,,29.04.2024,11,,,,
,,,,,,,,30.04.2024,14,,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Х517АР65,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,5152,,738,5,"5,6"
,,,,,,,,01.04.2024,"614,00",01.04.2024,"614,00",,
,,,,,,,,02.04.2024,"124,00",02.04.2024,"124,00",,
,,,,,,,,04.04.2024,"756,00",,,,
,,,,,,,,05.04.2024,"555,00",,,,
,,,,,,,,08.04.2024,"904,00",,,,
,,,,,,,,09.04.2024,"1213,00",,,,
,,,,,,,,10.04.2024,"986,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,М063МО07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,1151,,"12,1",5,"5,9"
,,,,,,,,05.04.2024,"55,00",10.04.2024,"3,10",,
,,,,,,,,08.04.2024,"204,00",12.04.2024,"9,00",,
,,,,,,,,09.04.2024,"213,00",,,,
,,,,,,,,10.04.2024,"17,00",,,,
,,,,,,,,12.04.2024,"9,00",,,,
,,,,,,,,16.04.2024,"65,00",,,,
,,,,,,,,17.04.2024,"208,00",,,,
,,,,,,,,18.04.2024,"80,00",,,,
,,,,,,,,25.04.2024,"150,00",,,,
,,,,,,,,26.04.2024,"150,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0600АР00,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,576,7,"1,6"
,,,,,,,,,,08.04.2024,"361,00",,
,,,,,,,,,,12.04.2024,"211,00",,
,,,,,,,,,,19.04.2024,"4,00",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,АА954307,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,"883,47",12,"2,5"
,,,,,,,,,,18.04.2024,"202,20",,
,,,,,,,,,,25.04.2024,"511,00",,
,,,,,,,,,,30.04.2024,"20,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,АА954007,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,"5,12",3,"5,3"
,,,,,,,,,,10.04.2024,"5,12",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р433ОМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,13133,,13133,1,6
,,,,,,,,06.04.2024,"364,00",06.04.2024,"364,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"1056,00",08.04.2024,"1056,00",,
,,,,,,,,09.04.2024,"138,00",09.04.2024,"138,00",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"580,00",13.04.2024,"580,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"952,00",18.04.2024,"952,00",,
,,,,,,,,19.04.2024,"781,00",19.04.2024,"781,00",,
,,,,,,,,20.04.2024,"0,00",20.04.2024,"0,00",,
,,,,,,,,21.04.2024,"522,00",21.04.2024,"522,00",,
,,,,,,,,22.04.2024,"873,00",22.04.2024,"873,00",,
,,,,,,,,23.04.2024,"536,00",23.04.2024,"536,00",,
,,,,,,,,24.04.2024,"106,00",24.04.2024,"106,00",,
,,,,,,,,25.04.2024,"460,00",25.04.2024,"460,00",,
,,,,,,,,26.04.2024,"222,00",26.04.2024,"222,00",,
,,,,,,,,27.04.2024,"125,00",27.04.2024,"125,00",,
,,,,,,,,28.04.2024,"719,00",28.04.2024,"719,00",,
,,,,,,,,29.04.2024,"945,00",29.04.2024,"945,00",,
,,,,,,,,30.04.2024,"421,00",30.04.2024,"421,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р363ОМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,6745,,6186,3,"3,2"
,,,,,,,,05.04.2024,"455,00",05.04.2024,"455,00",,
,,,,,,,,08.04.2024,"1204,00",08.04.2024,"1204,00",,
,,,,,,,,09.04.2024,"213,00",09.04.2024,"213,00",,
,,,,,,,,10.04.2024,"917,00",10.04.2024,"917,00",,
,,,,,,,,12.04.2024,"1149,00",12.04.2024,"1149,00",,
,,,,,,,,16.04.2024,"65,00",16.04.2024,"65,00",,
,,,,,,,,17.04.2024,"208,00",17.04.2024,"208,00",,
,,,,,,,,18.04.2024,"880,00",18.04.2024,"880,00",,
,,,,,,,,25.04.2024,"945,00",25.04.2024,"945,00",,
,,,,,,,,26.04.2024,"150,00",26.04.2024,"150,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,ЕК070550,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,"733,2",3,6
,,,,,,,,,,18.04.2024,"2,20",,
,,,,,,,,,,25.04.2024,"511,00",,
,,,,,,,,,,30.04.2024,"220,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,М014МО07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,16192,,15,2,"5,9"
,,,,,,,,01.04.2024,"376,00",02.04.2024,"15,00",,
,,,,,,,,02.04.2024,"347,00",,,,
,,,,,,,,03.04.2024,"1079,00",,,,
,,,,,,,,04.04.2024,"156,00",,,,
,,,,,,,,05.04.2024,"157,00",,,,
,,,,,,,,06.04.2024,"364,00",,,,
,,,,,,,,07.04.2024,"163,00",,,,
,,,,,,,,08.04.2024,"1056,00",,,,
,,,,,,,,09.04.2024,"138,00",,,,
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"580,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,16.04.2024,"912,00",,,,
,,,,,,,,17.04.2024,"978,00",,,,
,,,,,,,,18.04.2024,"952,00",,,,
,,,,,,,,19.04.2024,"781,00",,,,
,,,,,,,,20.04.2024,"944,00",,,,
,,,,,,,,21.04.2024,"522,00",,,,
,,,,,,,,22.04.2024,"873,00",,,,
,,,,,,,,23.04.2024,"536,00",,,,
,,,,,,,,24.04.2024,"106,00",,,,
,,,,,,,,25.04.2024,"460,00",,,,
,,,,,,,,26.04.2024,"222,00",,,,
,,,,,,,,27.04.2024,"125,00",,,,
,,,,,,,,28.04.2024,"719,00",,,,
,,,,,,,,29.04.2024,"945,00",,,,
,,,,,,,,30.04.2024,"421,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р059РВ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,10324,,474,11,"5,3"
,,,,,,,,01.04.2024,"614,00",02.04.2024,"124,00",,
,,,,,,,,02.04.2024,"124,00",25.04.2024,"350,00",,
,,,,,,,,04.04.2024,"756,00",,,,
,,,,,,,,05.04.2024,"555,00",,,,
,,,,,,,,08.04.2024,"904,00",,,,
,,,,,,,,09.04.2024,"1213,00",,,,
,,,,,,,,10.04.2024,"986,00",,,,
,,,,,,,,12.04.2024,"1219,00",,,,
,,,,,,,,16.04.2024,"665,00",,,,
,,,,,,,,17.04.2024,"808,00",,,,
,,,,,,,,18.04.2024,"980,00",,,,
,,,,,,,,25.04.2024,"350,00",,,,
,,,,,,,,26.04.2024,"1150,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0590ЕА30,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,1304,12,6
,,,,,,,,,,01.04.2024,"286,00",,
,,,,,,,,,,11.04.2024,"49,00",,
,,,,,,,,,,12.04.2024,"6,00",,
,,,,,,,,,,15.04.2024,"5,00",,
,,,,,,,,,,18.04.2024,"28,00",,
,,,,,,,,,,19.04.2024,"298,00",,
,,,,,,,,,,20.04.2024,"7,00",,
,,,,,,,,,,23.04.2024,"54,00",,
,,,,,,,,,,24.04.2024,"14,00",,
,,,,,,,,,,25.04.2024,"22,00",,
,,,,,,,,,,26.04.2024,"455,00",,
,,,,,,,,,,27.04.2024,"26,00",,
,,,,,,,,,,28.04.2024,"8,00",,
,,,,,,,,,,30.04.2024,"46,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,9369РХ61,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,9734,2,"5,9"
,,,,,,,,,,01.04.2024,"876,00",,
,,,,,,,,,,03.04.2024,"979,00",,
,,,,,,,,,,04.04.2024,"956,00",,
,,,,,,,,,,06.04.2024,"364,00",,
,,,,,,,,,,07.04.2024,"163,00",,
,,,,,,,,,,08.04.2024,"681,00",,
,,,,,,,,,,10.04.2024,"269,00",,
,,,,,,,,,,11.04.2024,"453,00",,
,,,,,,,,,,12.04.2024,"939,00",,
,,,,,,,,,,13.04.2024,"580,00",,
,,,,,,,,,,15.04.2024,"619,00",,
,,,,,,,,,,17.04.2024,"978,00",,
,,,,,,,,,,18.04.2024,"952,00",,
,,,,,,,,,,27.04.2024,"925,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У460УО07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,2205,,"6517,3",8,"3,6"
,,,,,,,,10.04.2024,"986,00",05.04.2024,"555,00",,
,,,,,,,,12.04.2024,"1219,00",08.04.2024,"904,00",,
,,,,,,,,,,09.04.2024,"0,30",,
,,,,,,,,,,10.04.2024,"986,00",,
,,,,,,,,,,12.04.2024,"1219,00",,
,,,,,,,,,,16.04.2024,"665,00",,
,,,,,,,,,,17.04.2024,"808,00",,
,,,,,,,,,,18.04.2024,"980,00",,
,,,,,,,,,,25.04.2024,"350,00",,
,,,,,,,,,,26.04.2024,"50,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У737УР07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,5530,0,"5,9"
,,,,,,,,,,05.04.2024,"555,00",,
,,,,,,,,,,08.04.2024,"904,00",,
,,,,,,,,,,09.04.2024,"213,00",,
,,,,,,,,,,10.04.2024,"386,00",,
,,,,,,,,,,12.04.2024,"219,00",,
,,,,,,,,,,16.04.2024,"665,00",,
,,,,,,,,,,17.04.2024,"808,00",,
,,,,,,,,,,18.04.2024,"980,00",,
,,,,,,,,,,25.04.2024,"350,00",,
,,,,,,,,,,26.04.2024,"450,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У705УТ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,217,,"201,02",0,"5,6"
,,,,,,,,01.04.2024,"21,00",01.04.2024,"20,02",,
,,,,,,,,02.04.2024,"9,00",02.04.2024,"9,00",,
,,,,,,,,05.04.2024,"2,00",05.04.2024,"2,00",,
,,,,,,,,07.04.2024,"10,00",07.04.2024,"10,00",,
,,,,,,,,08.04.2024,"4,00",08.04.2024,"4,00",,
,,,,,,,,09.04.2024,"15,00",09.04.2024,"0,00",,
